rest_close_eye_start,rest_close_eye_start_lsl,rest_close_eye_end,rest_close_eye_end_lsl,rest_open_eye_start,rest_open_eye_start_lsl,rest_open_eye_end,rest_open_eye_end_lsl,event,rating_label,kss_rating,time_sec,lsl_timestamp,stress,frustration,phase,trial,tick_soa_s,is_target_double_jump,responded,rt,n_positions,position_phase,correct,hit,false_alarm,miss,participant,calibration_min,formal_min,ratings_every_min,mack_positions,mack_initial_SOA,mack_target_prob
,,,,,,,,,,,993,148191.1483066,,,Mackworth_Formal,1143,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,994,148191.7919708,,,Mackworth_Formal,1144,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,994,148192.4014289,,,Mackworth_Formal,1145,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,995,148193.0074539,,,Mackworth_Formal,1146,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,995,148193.6171826,,,Mackworth_Formal,1147,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,996,148194.252185,,,Mackworth_Formal,1148,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,997,148194.8798389,,,Mackworth_Formal,1149,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,997,148195.4889344,,,Mackworth_Formal,1150,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,998,148196.0951885,,,Mackworth_Formal,1151,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,998,148196.7498317,,,Mackworth_Formal,1152,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,999,148197.3653422,,,Mackworth_Formal,1153,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1000,148197.9755727,,,Mackworth_Formal,1154,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1000,148198.5831459,,,Mackworth_Formal,1155,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1001,148199.5072446,,,Mackworth_Formal,1156,0.6035268347522856,1,0,,12,1,0,0,0,1,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1002,148200.1255844,,,Mackworth_Formal,1157,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1003,148200.7596004,,,Mackworth_Formal,1158,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1003,148201.3670375,,,Mackworth_Formal,1159,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1004,148201.9926935,,,Mackworth_Formal,1160,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1004,148202.6274033,,,Mackworth_Formal,1161,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1005,148203.3040963,,,Mackworth_Formal,1162,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1006,148203.9147008,,,Mackworth_Formal,1163,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1006,148204.5233824,,,Mackworth_Formal,1164,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1007,148205.1865204,,,Mackworth_Formal,1165,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1008,148205.7933587,,,Mackworth_Formal,1166,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1008,148206.4032058,,,Mackworth_Formal,1167,0.6035268347522856,1,1,0.413711000001058,12,1,1,1,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1009,148207.0135062,,,Mackworth_Formal,1168,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1010,148207.9472785,,,Mackworth_Formal,1169,0.6035268347522856,1,0,,12,1,0,0,0,1,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1010,148208.5710243,,,Mackworth_Formal,1170,0.6035268347522856,0,1,0.04102579999016598,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1011,148209.196911,,,Mackworth_Formal,1171,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1012,148209.8074302,,,Mackworth_Formal,1172,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1012,148210.4160838,,,Mackworth_Formal,1173,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1013,148211.0417811,,,Mackworth_Formal,1174,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1013,148211.6816649,,,Mackworth_Formal,1175,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1014,148212.293907,,,Mackworth_Formal,1176,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1015,148212.9042484,,,Mackworth_Formal,1177,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1015,148213.5307055,,,Mackworth_Formal,1178,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1016,148214.1384192,,,Mackworth_Formal,1179,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1016,148214.747776,,,Mackworth_Formal,1180,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1017,148215.3662634,,,Mackworth_Formal,1181,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1018,148215.9995343,,,Mackworth_Formal,1182,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1018,148216.6088128,,,Mackworth_Formal,1183,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1019,148217.2156189,,,Mackworth_Formal,1184,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1020,148217.8602188,,,Mackworth_Formal,1185,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1020,148218.4866026,,,Mackworth_Formal,1186,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1021,148219.0942168,,,Mackworth_Formal,1187,0.6035268347522856,1,1,0.4938415999931749,12,1,1,1,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1021,148219.6997732,,,Mackworth_Formal,1188,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1022,148220.3102353,,,Mackworth_Formal,1189,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1023,148220.9538324,,,Mackworth_Formal,1190,0.6035268347522856,1,1,0.4464387999905739,12,1,1,1,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1023,148221.5872022,,,Mackworth_Formal,1191,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1024,148222.198435,,,Mackworth_Formal,1192,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1025,148222.8072653,,,Mackworth_Formal,1193,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1025,148223.4669735,,,Mackworth_Formal,1194,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1026,148224.1317046,,,Mackworth_Formal,1195,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1026,148224.7552568,,,Mackworth_Formal,1196,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1027,148225.3641316,,,Mackworth_Formal,1197,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1028,148226.0012138,,,Mackworth_Formal,1198,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1028,148226.6233288,,,Mackworth_Formal,1199,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1029,148227.2299454,,,Mackworth_Formal,1200,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1030,148228.1472183,,,Mackworth_Formal,1201,0.6035268347522856,1,0,,12,1,0,0,0,1,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1030,148228.7555204,,,Mackworth_Formal,1202,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1031,148229.3738319,,,Mackworth_Formal,1203,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1032,148230.016739,,,Mackworth_Formal,1204,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1032,148230.6265335,,,Mackworth_Formal,1205,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1033,148231.234872,,,Mackworth_Formal,1206,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1034,148231.8545933,,,Mackworth_Formal,1207,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1034,148232.4634785,,,Mackworth_Formal,1208,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1035,148233.083398,,,Mackworth_Formal,1209,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1035,148233.6894507,,,Mackworth_Formal,1210,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1036,148234.2985329,,,Mackworth_Formal,1211,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1037,148234.9069999,,,Mackworth_Formal,1212,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1037,148235.5718326,,,Mackworth_Formal,1213,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1038,148236.1757879,,,Mackworth_Formal,1214,0.6035268347522856,1,1,0.5558618000068236,12,1,1,1,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1039,148236.7859849,,,Mackworth_Formal,1215,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1039,148237.40321,,,Mackworth_Formal,1216,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1040,148238.0152224,,,Mackworth_Formal,1217,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1040,148238.6667871,,,Mackworth_Formal,1218,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1041,148239.2748034,,,Mackworth_Formal,1219,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1042,148239.9194868,,,Mackworth_Formal,1220,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1042,148240.5595525,,,Mackworth_Formal,1221,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1043,148241.1849143,,,Mackworth_Formal,1222,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1044,148241.794781,,,Mackworth_Formal,1223,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1044,148242.4051733,,,Mackworth_Formal,1224,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1045,148243.0477249,,,Mackworth_Formal,1225,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1045,148243.6542019,,,Mackworth_Formal,1226,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1046,148244.5677056,,,Mackworth_Formal,1227,0.6035268347522856,1,0,,12,1,0,0,0,1,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1047,148245.1777329,,,Mackworth_Formal,1228,0.6035268347522856,0,1,-0.11347140002180822,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1048,148245.7853917,,,Mackworth_Formal,1229,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1048,148246.3925006,,,Mackworth_Formal,1230,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1049,148247.0361687,,,Mackworth_Formal,1231,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1049,148247.6445644,,,Mackworth_Formal,1232,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1050,148248.2523114,,,Mackworth_Formal,1233,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1051,148248.8788156,,,Mackworth_Formal,1234,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1051,148249.5128149,,,Mackworth_Formal,1235,0.6035268347522856,1,1,0.3912784999993164,12,1,1,1,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1052,148250.1544295,,,Mackworth_Formal,1236,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1053,148250.7612575,,,Mackworth_Formal,1237,0.6035268347522856,1,1,0.5840130000142381,12,1,1,1,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1053,148251.3697298,,,Mackworth_Formal,1238,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1054,148251.9776028,,,Mackworth_Formal,1239,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1054,148252.5861496,,,Mackworth_Formal,1240,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1055,148253.5207589,,,Mackworth_Formal,1241,0.6035268347522856,1,0,,12,1,0,0,0,1,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1056,148254.1659416,,,Mackworth_Formal,1242,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1057,148254.7783887,,,Mackworth_Formal,1243,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1057,148255.3957609,,,Mackworth_Formal,1244,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1058,148256.0051777,,,Mackworth_Formal,1245,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1058,148256.6146698,,,Mackworth_Formal,1246,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1059,148257.2355983,,,Mackworth_Formal,1247,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1060,148257.888832,,,Mackworth_Formal,1248,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1060,148258.5012635,,,Mackworth_Formal,1249,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1061,148259.1053089,,,Mackworth_Formal,1250,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1061,148259.7136059,,,Mackworth_Formal,1251,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1062,148260.3508638,,,Mackworth_Formal,1252,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1063,148260.9584154,,,Mackworth_Formal,1253,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1063,148261.5667509,,,Mackworth_Formal,1254,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1064,148262.1824102,,,Mackworth_Formal,1255,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1065,148262.8375552,,,Mackworth_Formal,1256,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1065,148263.4439997,,,Mackworth_Formal,1257,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1066,148264.0479323,,,Mackworth_Formal,1258,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1066,148264.6517623,,,Mackworth_Formal,1259,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1067,148265.2560366,,,Mackworth_Formal,1260,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1068,148265.9006296,,,Mackworth_Formal,1261,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1068,148266.5184213,,,Mackworth_Formal,1262,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1069,148267.1266039,,,Mackworth_Formal,1263,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1069,148267.734473,,,Mackworth_Formal,1264,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1070,148268.3432911,,,Mackworth_Formal,1265,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1071,148269.0023916,,,Mackworth_Formal,1266,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1071,148269.6156383,,,Mackworth_Formal,1267,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1072,148270.2508415,,,Mackworth_Formal,1268,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1073,148270.860452,,,Mackworth_Formal,1269,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1073,148271.4777689,,,Mackworth_Formal,1270,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1074,148272.0822442,,,Mackworth_Formal,1271,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1074,148272.6879474,,,Mackworth_Formal,1272,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1075,148273.3092817,,,Mackworth_Formal,1273,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1076,148273.9250357,,,Mackworth_Formal,1274,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1076,148274.5367702,,,Mackworth_Formal,1275,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1077,148275.213813,,,Mackworth_Formal,1276,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1078,148275.8238001,,,Mackworth_Formal,1277,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1078,148276.434985,,,Mackworth_Formal,1278,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1079,148277.0506079,,,Mackworth_Formal,1279,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1079,148277.6872274,,,Mackworth_Formal,1280,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1080,148278.3195529,,,Mackworth_Formal,1281,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1081,148278.9612729,,,Mackworth_Formal,1282,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1081,148279.5696159,,,Mackworth_Formal,1283,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1082,148280.2214473,,,Mackworth_Formal,1284,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1083,148280.833337,,,Mackworth_Formal,1285,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1083,148281.4907481,,,Mackworth_Formal,1286,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1084,148282.099009,,,Mackworth_Formal,1287,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1084,148282.7108539,,,Mackworth_Formal,1288,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1085,148283.3194136,,,Mackworth_Formal,1289,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1086,148283.9553186,,,Mackworth_Formal,1290,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1086,148284.597747,,,Mackworth_Formal,1291,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1087,148285.2087271,,,Mackworth_Formal,1292,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1088,148285.8176402,,,Mackworth_Formal,1293,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1088,148286.4373579,,,Mackworth_Formal,1294,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1089,148287.0695587,,,Mackworth_Formal,1295,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1089,148287.7116924,,,Mackworth_Formal,1296,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1090,148288.3156411,,,Mackworth_Formal,1297,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1091,148288.9498799,,,Mackworth_Formal,1298,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1091,148289.5665381,,,Mackworth_Formal,1299,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1092,148290.1958195,,,Mackworth_Formal,1300,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1093,148290.8512462,,,Mackworth_Formal,1301,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1093,148291.4588788,,,Mackworth_Formal,1302,0.6035268347522856,1,1,0.45186659999308176,12,1,1,1,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1094,148292.094009,,,Mackworth_Formal,1303,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1094,148292.7000302,,,Mackworth_Formal,1304,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,1095,148293.3090614,,,Mackworth_Formal,1305,0.6035268347522856,0,0,,12,1,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
