epoch,train_loss,val_loss,val_mae,val_rmse,val_correlation
1,0.002030210927517031,0.0011775265234088797,0.03230015528266771,0.03431510634412896,0.022586199588703157
2,0.0003639615299391926,0.0002030527469992005,0.012976897770020321,0.014249657785336477,0.13533845711942397
3,0.00020576593438886793,0.0001351838641572007,0.009759268660589328,0.011626859599960803,0.20243360231985297
4,0.0002073985005416835,0.00015135935704788385,0.01114795930870698,0.01230281906913549,0.14936740181008376
5,0.0001778566265558536,0.00013687301636234898,0.008611016792943196,0.011699274181005801,0.11592254670524206
6,0.00017011259039086563,0.00013594888132701727,0.009905479025937313,0.011659711888679637,0.27028784178089776
7,0.00021068904890931834,0.0001342316268161282,0.00925038970000117,0.01158583733772092,0.21406605100638976
8,0.00018881649060772525,0.00013471625798905707,0.009006987653101057,0.011606733303951509,0.34987585164288065
9,0.00020439061366165452,0.0001464609766964721,0.01086675360726608,0.012102106291735837,0.3333479137109317
10,0.00016763739645754553,0.00013433413805924422,0.009187632680547007,0.011590260482803838,
11,0.00021854060974690968,0.00014647578323039888,0.007787297293543476,0.0121027180100339,0.09182872845214629
12,0.00019644475815394305,0.00015275889715416152,0.011221701559920217,0.012359567029397167,0.26442576715573396
13,0.00019769377799683154,0.000145816051020577,0.010832601618141284,0.012075431711561165,0.4640517248106295
14,0.00013869051728186265,0.0001370380022804284,0.01014985599616858,0.011706323175123282,0.5270131764670315
15,0.0001549692824130594,0.00013946151184204822,0.008171438077840036,0.011809382364969312,0.4525526576268695
16,0.00015699322512801702,0.00014744685963192955,0.010957004999387527,0.012142769850076611,0.44750005881773897
17,0.00013812252783713255,0.0001395199296166839,0.01041372621071008,0.011811855468836549,0.6607630466721967
18,0.00014655573731444285,0.00013123228175444072,0.008871897180100126,0.011455665923657198,0.5333009824456209
19,0.00014045781211695924,0.00013547184692792503,0.010017997770820495,0.01163923738601138,0.3731301375938565
20,0.0002337455105681132,0.00016670672773637984,0.011856985699444078,0.01291149595269192,0.3681273204031372
21,0.00019404382002893337,0.00013341525773369784,0.00962761698152907,0.011550552269640524,0.17521765786738197
22,0.000174141502107515,0.00013568760929463352,0.010135431983150096,0.011648502448582544,0.21248765938800368
23,0.00015701586851622163,0.00014030147027320586,0.010626960142908301,0.011844892159627536,0.4187352816700072
24,0.00012981905310864222,0.00012634515550415817,0.009174084489614442,0.011240336093914548,0.7605541633020633
25,0.0001113320354786333,0.0001306449250117302,0.009638946595111091,0.011430001094126375,0.5698598840786331
26,0.00016087230779604817,0.00012563452149074434,0.008736152938018093,0.01120868063113337,0.6715337974614394
27,0.00010114170611868464,0.00013563071669297659,0.010640028203753498,0.011646060136070766,0.6386727685063823
28,0.00017762439465885112,0.0001267535909417716,0.010123233980109453,0.01125848972739113,0.7520898375173513
29,0.0001192281264887311,0.00012065361639306361,0.009261332113135562,0.0109842440064423,0.5048326816627535
30,9.06721704539197e-05,0.00010654496169876605,0.008112407454197664,0.010322061891829852,0.7599667563307058
31,0.00011980954093192527,9.789151570585911e-05,0.007397821579249034,0.009894014135115186,0.643482565072937
32,0.00012544769604847967,0.00010076553213865908,0.008552227067978672,0.01003820363106164,0.6481655560949434
33,0.00010048408120602611,9.164903128069932e-05,0.008224109272128535,0.009573350055267974,0.7340116976900415
34,9.521324857895611e-05,9.321358739379851e-05,0.008521977615811105,0.009654718400543773,0.7690943797366354
35,0.00014666588494370507,9.325847658206463e-05,0.0067215165475270015,0.009657042848722618,0.5972923648593015
36,0.00010025693393666346,8.088107110532096e-05,0.007100152178099113,0.0089933904121483,0.6925334851328228
37,0.00010663955364378065,9.466852265002e-05,0.008169925639693546,0.009729775056496425,0.6146830056313857
38,0.00016790272779073934,0.00012229173839765513,0.010267013248019216,0.011058559508256719,0.6748154009186655
39,0.00012295402174963713,6.893357725347431e-05,0.005342701042139147,0.008302624720741886,0.7325887294489748
40,7.657964388421609e-05,6.613622571405849e-05,0.006407851802757086,0.008132418195964747,0.7494701699400409
41,7.070027107130819e-05,8.826102862012706e-05,0.008064781447206506,0.009394734089910532,0.6348255992889684
42,8.572720986649205e-05,8.22503313577968e-05,0.0077108866252393925,0.00906919684193682,0.6785966542144266
43,0.0001046816789961077,7.388862348005027e-05,0.0058465975242722144,0.008595849200634588,0.6712418221049665
44,0.00011008182139728938,5.9329519730373126e-05,0.005409807265010705,0.007702565788772799,0.7572274057317118
45,0.00012966168205987146,4.95941708790441e-05,0.005181842699735788,0.007042312892725238,0.8131199029051375
46,0.0001275225893742142,5.848374155319867e-05,0.006532975108209498,0.007647466348614989,0.8036555952938433
47,6.877721771935347e-05,0.00011695925797611905,0.007840167901174649,0.010814770361691414,0.7207455415352042
48,0.00010741404840437054,7.078931182974267e-05,0.007245455509568934,0.008413638441824243,0.7521715990538893
49,8.716431809733727e-05,9.988397349356945e-05,0.007855486655635182,0.009994196990932762,0.7378293852337292
50,7.785160708255264e-05,4.80712765329498e-05,0.005229581412493318,0.0069333452627825904,0.8175815353730925
51,0.00011427015543738402,6.606646824617378e-05,0.005521071973652214,0.008128128212951231,0.7297492765273692
52,7.928008556845589e-05,6.26468484140877e-05,0.005597086692871837,0.00791497621058255,0.7724920939957656
53,6.465536522925757e-05,0.0001000748777144635,0.007343845940766385,0.010003743185151421,0.6644712818548568
54,0.0001104592100154181,0.00010364582229865692,0.007626096988304523,0.010180659227115743,0.7079923665824682
55,9.411226408037196e-05,0.00015364024272969878,0.00825427475409686,0.012395170137182417,0.5909585828306377
56,9.125255223382652e-05,9.454502321024443e-05,0.007093770269517815,0.009723426515907057,0.676771703435668
57,6.399042358936034e-05,0.00014911868535545525,0.006585780813595288,0.01221141618959305,0.6360722075465259
58,9.488631062167556e-05,0.00011997424550045665,0.006367728306590596,0.010953275560326995,0.6713936687217112
59,0.00011711572571486504,8.901258092927418e-05,0.007249355677308802,0.009434647896412149,0.7453676954044679
60,0.00012390232034633394,9.621026719627948e-05,0.008677001539696236,0.009808683254967481,0.7199723959934872
61,9.775666734051407e-05,0.00015737717947115107,0.010014405689416797,0.012545006156680477,0.6056430226371735
62,0.00010626746917953731,0.00013650791640787232,0.00800856618766818,0.011683660231617158,0.6033336011349311
63,7.631273211377952e-05,0.0001549211680852971,0.006460964662231351,0.012446733229458126,0.514008454365624
64,7.205181188765942e-05,0.00011784805568174201,0.007188852193766339,0.010855784434196453,0.6487961578868747
65,8.25977633026069e-05,0.00011109916199258515,0.0075180267256004865,0.010540358722196563,0.6624496748509858
66,7.499548575219233e-05,6.938174202860782e-05,0.005083991744312536,0.008329570338775454,0.7256587660177888
67,7.706877407201439e-05,6.000532076002268e-05,0.00581740636709383,0.007746310138383479,0.7763275653975193
68,6.387818495703768e-05,9.471933411975953e-05,0.006034177961513673,0.009732385839030404,0.7177320938054614
69,6.908962700943739e-05,0.00019871414633974727,0.00881164366625541,0.014096600524230913,0.6326348675366632
70,9.820434913008179e-05,7.276359434928753e-05,0.007061174931630741,0.008530157932259374,0.7075813805271858
