perclos,kss_rating,stress,frustration,accuracy,hit_rate,false_alarm_rate,rt_mean,de_fp1_1_3Hz,de_fp1_3_5Hz,de_fp1_5_7Hz,de_fp1_7_9Hz,de_fp1_9_11Hz,de_fp1_11_13Hz,de_fp1_13_15Hz,de_fp1_15_17Hz,de_fp1_17_19Hz,de_fp1_19_21Hz,de_fp1_21_23Hz,de_fp1_23_25Hz,de_fp1_25_27Hz,de_fp1_27_29Hz,de_fp1_29_31Hz,de_fp1_31_33Hz,de_fp1_33_35Hz,de_fp1_35_37Hz,de_fp1_37_39Hz,de_fp1_39_41Hz,de_fp1_41_43Hz,de_fp1_43_45Hz,de_fp1_45_47Hz,de_fp1_47_49Hz,de_fp1_49_51Hz,de_fp2_1_3Hz,de_fp2_3_5Hz,de_fp2_5_7Hz,de_fp2_7_9Hz,de_fp2_9_11Hz,de_fp2_11_13Hz,de_fp2_13_15Hz,de_fp2_15_17Hz,de_fp2_17_19Hz,de_fp2_19_21Hz,de_fp2_21_23Hz,de_fp2_23_25Hz,de_fp2_25_27Hz,de_fp2_27_29Hz,de_fp2_29_31Hz,de_fp2_31_33Hz,de_fp2_33_35Hz,de_fp2_35_37Hz,de_fp2_37_39Hz,de_fp2_39_41Hz,de_fp2_41_43Hz,de_fp2_43_45Hz,de_fp2_45_47Hz,de_fp2_47_49Hz,de_fp2_49_51Hz,bp_fp1_delta,bp_fp1_theta,bp_fp1_alpha,bp_fp1_beta,bp_fp1_gamma,bp_fp2_delta,bp_fp2_theta,bp_fp2_alpha,bp_fp2_beta,bp_fp2_gamma
0.0,,,,1.0,1.0,0.0,0.4887159999925643,0.0,36.64492544536534,2.554575463086677,2.638252963691043,2.4018157184210294,2.5357004023434264,2.690920049378147,2.6203205179486138,2.2428196484889185,2.2750549394036272,2.258593121299115,2.172534708649812,1.844894463560052,2.0582194750464105,1.8783146868035379,1.5046242942500758,1.3940717056229572,1.4838044819520966,1.323524485451494,1.2138517019396708,1.3045032495593807,1.4595606052998007,1.4693509229933412,1.566549218621883,1.4821031903189015,0.0,35.444856216626604,2.3241679367189536,2.7176919026687574,2.586776801069338,2.524724401381708,2.1390182850242017,2.0528478500174914,2.1662977980102833,1.9595549226842501,1.9100075136440264,1.7677954589123186,1.7353205358982182,1.8125610873658426,1.4827444712398816,1.5367443164251167,1.4100581899959683,1.2688552689067691,1.233620694567501,1.3932756863897129,1.4807323953989093,1.3115404096848513,1.393342538286212,1.453781883053324,1.0275874388181394,16.366518409867037,17.762824569998653,23.77549947319834,62.50604705478032,13.12143011860014,3.4073788896630353,12.657519138843108,30.814717133586942,30.763863796026246,11.70141872349874
0.0,,,,1.0,1.0,0.0,0.44083702244179057,0.0,38.02552020004454,2.552718767936706,2.8705833219811256,2.8054073072611145,2.580582515614467,2.8403279498240637,2.7735854688000363,2.685291344185428,2.3125606375019014,2.4700019551818784,2.3777208424361644,2.460284439167889,2.0841524180436095,1.8049035746415085,1.7552620543874802,1.4983452932250962,1.1196046086669498,1.550645651317794,1.4510970462031654,1.4671734556499714,1.3661296773989628,1.6012189903542757,1.4059607327260153,1.5246830218287764,0.0,38.305082486804956,2.1404353951882773,2.4216866778644968,2.2058124743276597,2.2787201159245156,2.1617482386746465,2.0481962500238717,1.8477239192295027,1.9342155325952424,2.0675824499254483,1.913088266184384,1.8902633422051887,1.8195001719672312,1.4944779327473803,1.5760757207454896,1.1993873069119583,1.5258473361919063,1.3241171840648531,1.300102993434177,1.5153846427180915,1.2393409821446428,1.3672389742300217,1.4904650583181502,1.296859120212126,10.628707040320572,20.89435007156279,47.664720638663006,103.01934005313902,14.61845054161151,3.6647856991452623,9.686244201209004,15.879524537015772,31.606299588748456,11.796686430373276
0.0,,,,0.9692347466390899,0.0,0.0,,0.0,37.40894670367272,2.433617191157791,2.441215354462013,2.7995188471648773,2.5249242466056305,2.657317088838546,2.593778116528535,2.4577004347924043,2.7306155661400777,2.680731656950184,2.6425069237793557,1.990272000092029,1.9582893941635002,1.6422118667001964,1.5624061931530948,1.334131185408186,1.4282810335370175,1.579530735333037,1.3227857102892353,1.454944704489077,1.4034599064515803,1.1211305608323507,1.4852700031830823,1.4564045239771415,0.0,37.608587932443264,2.380638740335192,2.4942908807107314,2.545954558319348,2.391706541692532,2.216800994185612,2.0999595003386924,2.0374080538600325,2.0174893357719377,2.177850513034438,2.2176659592988255,1.7013587025358745,1.9071438617962058,1.4417104434981267,1.2379770102401706,1.373233407502671,1.407038152623847,1.4531930785584273,1.4889095300854893,1.3226580659294827,1.6328241479993992,1.21334921354703,1.366998907851155,1.4528351410348852,9.540189642690308,11.992865999964597,33.42446947073695,91.52050233800736,12.32865887168203,4.225237245083029,11.206117307416454,24.925316202346256,38.20168627118493,11.713760315701109
0.0,,,,0.9656153050672182,0.6675,0.0,0.48904821198335097,0.0,38.44284473356741,2.7772415333787484,2.589233663208513,2.731122316917599,2.447998202374387,2.3811740442065235,2.6278056585219822,2.643136772992638,2.306409226440547,2.4246082547970773,2.40648269288807,2.08400015063583,1.896931791634211,1.883221140241838,1.5824274079566845,1.3889955297925165,1.567771606202244,1.3991950024006,1.6800290521115622,1.3444548143723385,1.4142804746812154,1.5399579960475864,1.5268562275590927,1.6404184956871701,0.0,37.525134274317594,2.303001474100617,2.0599714645315506,2.3555613899342367,2.163818943175545,2.2703454604995725,2.3226292909942923,2.025870245017568,2.087420976579779,2.1248994822832437,1.981938780296527,1.4146347533593873,1.6826247985171452,1.6048618319845134,1.5162976573717004,1.3840204100315225,1.6159013359088013,1.3338089902121306,1.5761927196965184,1.5844043484311818,1.3569630854888344,1.513409337583166,1.511816209085047,1.4605264703130743,7.902341950801528,22.75805495766008,29.5008213355015,74.55926318200957,14.016402111270013,2.1698617565112714,9.823428669645228,15.581410900818014,33.04278846079778,13.697366108453298
0.0,,,,0.9663908996897621,1.0,0.035797879664050666,0.4648569112023088,0.0,37.597886635287026,2.9732504963636757,3.072153623738465,3.0350590752029984,2.9032812258992555,2.8887782012729746,2.780603671403945,2.4722287428534155,2.469024338894189,2.5205434376628952,2.624914888940559,2.409537700780258,2.245290862391654,1.9294096110203922,1.9564979437900036,1.587335339933119,1.468305041425006,1.358622433491298,1.4878594407430865,1.2869154246818617,1.6186330438681236,1.4163697515873614,1.7629063318498461,1.5959504805544622,0.0,37.63319024742968,2.9012807631944377,2.9897888661418666,2.985444250828062,2.7702332831766565,2.669818581865445,2.721289052757319,2.523447120230175,2.470082791998291,2.4897133481189186,2.8006066202649658,2.4651844360735167,1.9772874209551938,1.7261149675686112,1.7658125162848695,1.6261066791847818,1.396993677245731,1.6234644182003126,1.4524319172601594,1.5861193859156928,1.4396205766601702,1.3620344674822622,1.8121388304448376,1.4819924989816793,17.46611952088443,39.28815278785421,60.65251563759093,103.2135974295573,17.810053581689534,15.084475630758195,29.751288987937645,55.108663415558574,90.91760514433076,17.34883103568146
0.0,,,,0.869265695944888,0.0,0.04391251937317031,0.049997300026007,0.0,38.42316760649857,2.6412218734530857,2.9446800123201746,2.7955975884092448,2.8053806122003038,2.5010180370350374,2.5372620792456955,2.2462789167949255,2.4536090987364396,2.0860531248598413,2.423843278090749,2.126776553278185,1.8274798557275325,1.8593239303051867,1.808491294414119,1.5596137077890984,1.2818351652216196,1.3824954151568714,1.3585367554109558,1.3072387016883285,1.372281295785546,1.6181095213707466,1.7165970962640063,1.4158291206017894,0.0,38.05380536320401,2.9976217429198657,3.0939700159204935,2.7932675392195154,2.733621097273563,2.979655997801444,2.727530095325426,2.772965061936912,2.545734686631204,2.065954611225785,2.2347604532156335,2.0612444827069853,1.9291068922369408,2.10876937335976,1.787709131189886,1.5905906558123462,1.422481464444017,1.2370760495132684,1.3759028639795885,1.3275483542931283,1.5661282265112484,1.5728802488574785,1.4403326122585562,1.4020655243482238,17.18468740765187,25.28603806157816,47.131568434753824,55.53122724473176,14.46581669985978,20.892499749597242,41.182897026761125,48.71435185833947,66.7565959651445,14.053571816218904
0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.4002457999740727,0.0,37.59035571144424,2.4689764283214104,2.600779635907812,2.47180087613786,2.5318170794553807,2.403669661748315,2.3271399871092755,2.260444475946358,2.4179980125420695,2.1524303483557263,2.079455499918197,1.896998450918101,1.7466319123124585,1.8857150132394362,1.7778618185483162,1.4847624005147029,1.2010264550220102,1.3858770331290309,1.3807024579950082,1.404721422647756,1.0175870331410932,1.5205796412463666,1.3474386385597246,1.4290383467221641,0.0,38.37859845134493,1.841725988773117,2.0844452992062306,2.0476353544844046,2.294263369894794,2.1665475748952145,1.9312891845202644,2.1137909596385955,1.8773808496883753,1.679742860136927,1.462026255805553,1.643387784860319,1.5570272787643125,1.5015913768159008,1.46838808242306,1.2700531650857916,1.2715488677339084,1.323960481096901,1.3967367609601407,1.600186922515709,1.292646476031162,1.6066260811258788,1.519683887421236,1.5006310539478382,5.552204171321344,13.961592000792253,21.528946376936002,47.55189343234061,13.203365230403458,1.0681836262583846,4.153145373976763,12.243316725569482,24.539948679357746,12.336003164017123
0.0,3.0,2.0,1.0,1.0,,0.0,,0.0,37.50495711628673,2.6526013872562193,2.8148133467257423,2.8176173026395017,2.9858649089157745,2.7516236249524764,2.6520559992935975,2.6405480762878515,2.2785366546945274,2.591758715279514,2.3894839294697476,2.2051032545581606,1.7833870139876606,1.7841926109425583,1.8100381258324443,1.463822356649337,1.509574965472964,1.331252657526776,1.443891150139385,1.4788320188258373,1.5180524931846529,1.5839025494153642,1.6197271179998127,1.4433778597545692,0.0,36.09393471954249,2.1907327041183655,2.3149780944563148,2.4165686360567054,2.248543098499686,2.2849557181652833,2.239057871999473,2.24230226627861,2.36672233765415,1.8525257702724602,2.0055470376325992,1.8890192803262784,1.737334807639619,1.9909034763908147,1.6192911305297861,1.7104010794855167,1.4015499686467738,1.2614161980995675,1.3961204290271894,1.221729682296721,1.0306363840083883,1.4419640671380414,1.519962335790995,1.537972878630397,15.376190478998524,23.18085834403519,57.5184525703984,84.10512267381013,15.85564533807366,3.130046841690075,7.81823546861463,17.686524365382905,40.37581510908564,12.216698461613893
0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.4548398999904748,0.0,37.003223276596614,2.7809054804176396,2.6945370663972037,2.9254610504670735,2.921214314801637,3.1432467510260502,2.6529978045902203,2.461364905651069,2.8690073251346213,2.680249837691179,2.541848470770632,2.168751784736827,2.1889141384742827,1.8662981474644251,1.4149083899809836,1.3947535367770296,1.4791877900649841,1.4555054817280229,1.6340311629368385,1.611720393678515,1.4312846806304784,1.5037670025197578,1.378626389913358,1.4421288196678397,0.0,38.248777372383074,2.280590859470716,2.173033542058859,2.4613673228278334,2.321002386039991,2.3740003363624522,2.016566025516809,2.110348266260844,2.499342422936828,1.9587391213485692,1.9426094932023017,1.8235400716540553,1.4320672933617755,1.194556709534855,1.3641183460590027,1.5742336163369983,1.318422548243684,1.4586087265019116,1.4744495507729654,1.5393988328068557,1.3884797358068652,1.515320893156458,1.6698026836341051,1.5664482489995282,7.850511599361296,24.16213837307341,50.14522221264909,122.79603126233003,14.30993413171083,4.071139253553746,7.977283910496363,16.96632882037286,37.74491935125219,14.40685624134982
0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.4898989613912387,0.0,38.16608513031023,2.930247663542767,2.950689117340863,3.0593908705887345,2.7486180883047306,2.860145950749459,2.7948670798652517,2.40919336018679,2.632673248893432,2.4740808693011207,2.235795268002475,2.1973604784277088,2.3171242546347743,1.8484596466101355,1.8045348253549134,1.3769886493081018,1.5606938526420144,1.4608428715619264,1.5141750326916734,1.2795288601274255,1.3923682083915654,1.5969219131923809,1.5911016106352305,1.3431848845414989,0.0,39.080075417285244,2.4332196540926376,2.4313002693991006,2.4161463623273756,2.410797750160848,2.155691630510885,2.4295641147144265,1.9652956492686973,2.1191495006354852,1.7840962867557837,1.886435000651017,1.7048413151827326,1.650125630683375,1.6102941361166785,1.514734920311919,1.3412876357007997,1.4436677600177599,1.4163857996094873,1.3580211388853802,1.3388272724491923,1.5034908918093262,1.4171039637735818,1.6093516412841236,1.2443476532467406,13.774484626442344,40.35893676243235,61.134734217290486,96.01645065154325,16.689780454702923,4.957050784711353,13.346497091573621,20.31346041571383,34.08120303356811,12.023216216125874
