eeg_feature,behavior_variable,correlation,abs_correlation
de_fp2_29_31Hz,stress,-0.3247473007975685,0.3247473007975685
de_fp2_13_15Hz,frustration,-0.32293512327328056,0.32293512327328056
de_fp2_15_17Hz,frustration,-0.3178492158203333,0.3178492158203333
bp_fp2_gamma,perclos,-0.316536689826846,0.316536689826846
de_fp1_11_13Hz,perclos,0.31556076020394563,0.31556076020394563
de_fp1_43_45Hz,perclos,-0.31520644384407126,0.31520644384407126
bp_fp1_alpha,perclos,0.3115830482138783,0.3115830482138783
de_fp2_7_9Hz,false_alarm_rate,0.30772067811251824,0.30772067811251824
de_fp1_17_19Hz,perclos,0.30747010627522664,0.30747010627522664
de_fp1_35_37Hz,kss_rating,-0.30213464780773114,0.30213464780773114
bp_fp1_beta,perclos,0.3018977020340131,0.3018977020340131
de_fp2_9_11Hz,false_alarm_rate,0.29655300689856817,0.29655300689856817
de_fp2_13_15Hz,false_alarm_rate,0.294802150562245,0.294802150562245
de_fp2_19_21Hz,frustration,-0.2943300589959942,0.2943300589959942
de_fp2_23_25Hz,frustration,-0.29411279287132336,0.29411279287132336
de_fp1_33_35Hz,stress,-0.29273614964251854,0.29273614964251854
de_fp2_9_11Hz,accuracy,-0.29122111565494435,0.29122111565494435
de_fp1_29_31Hz,perclos,0.28744688971310517,0.28744688971310517
de_fp2_13_15Hz,accuracy,-0.2848610212127179,0.2848610212127179
de_fp2_31_33Hz,false_alarm_rate,0.28355599124081127,0.28355599124081127
de_fp2_11_13Hz,stress,-0.2830292780999616,0.2830292780999616
de_fp2_9_11Hz,frustration,-0.2825886252076808,0.2825886252076808
de_fp2_7_9Hz,accuracy,-0.282286623053332,0.282286623053332
de_fp2_27_29Hz,stress,-0.28112583258188095,0.28112583258188095
de_fp1_21_23Hz,perclos,0.27546113604010813,0.27546113604010813
de_fp1_39_41Hz,perclos,-0.27381681546391506,0.27381681546391506
de_fp2_13_15Hz,stress,-0.2706989094689956,0.2706989094689956
bp_fp2_theta,frustration,-0.2701787031769519,0.2701787031769519
de_fp2_11_13Hz,accuracy,-0.26578395193243237,0.26578395193243237
de_fp1_5_7Hz,perclos,0.26425850245911364,0.26425850245911364
bp_fp1_delta,rt_mean,-0.26100846513885034,0.26100846513885034
de_fp1_9_11Hz,perclos,0.260724762812306,0.260724762812306
de_fp1_27_29Hz,frustration,-0.2601315602825867,0.2601315602825867
de_fp2_15_17Hz,stress,-0.2580951147868845,0.2580951147868845
de_fp2_23_25Hz,stress,-0.25678049411900095,0.25678049411900095
de_fp2_25_27Hz,false_alarm_rate,0.25558505750356614,0.25558505750356614
de_fp2_7_9Hz,rt_mean,-0.25464987343053647,0.25464987343053647
de_fp2_19_21Hz,stress,-0.25426389666341714,0.25426389666341714
de_fp1_23_25Hz,perclos,0.25058450097644686,0.25058450097644686
de_fp2_5_7Hz,stress,-0.25056331734228865,0.25056331734228865
de_fp1_31_33Hz,stress,-0.2502853821219182,0.2502853821219182
de_fp2_5_7Hz,false_alarm_rate,0.2499359777696391,0.2499359777696391
bp_fp2_alpha,frustration,-0.24841646967162195,0.24841646967162195
de_fp2_7_9Hz,frustration,-0.24721587162962377,0.24721587162962377
de_fp2_17_19Hz,frustration,-0.24588051569716785,0.24588051569716785
de_fp1_5_7Hz,frustration,-0.2445125945518154,0.2445125945518154
de_fp2_13_15Hz,rt_mean,-0.24406621125388764,0.24406621125388764
de_fp2_11_13Hz,false_alarm_rate,0.2439143582607609,0.2439143582607609
bp_fp2_theta,accuracy,-0.23840992741766656,0.23840992741766656
bp_fp2_delta,hit_rate,-0.23837750221927298,0.23837750221927298
bp_fp2_beta,perclos,0.23711196690973083,0.23711196690973083
de_fp1_15_17Hz,frustration,-0.23675266208002935,0.23675266208002935
de_fp2_23_25Hz,false_alarm_rate,0.23580489110987837,0.23580489110987837
de_fp1_11_13Hz,accuracy,-0.23553744705025897,0.23553744705025897
bp_fp2_delta,accuracy,-0.2354707869821704,0.2354707869821704
de_fp2_19_21Hz,accuracy,-0.23427152121368577,0.23427152121368577
bp_fp2_delta,rt_mean,-0.2341153566068537,0.2341153566068537
de_fp1_13_15Hz,perclos,0.23144610515593592,0.23144610515593592
de_fp2_29_31Hz,false_alarm_rate,0.23043991467765196,0.23043991467765196
de_fp1_11_13Hz,frustration,-0.2298309477119634,0.2298309477119634
bp_fp2_delta,false_alarm_rate,0.22932395372075648,0.22932395372075648
de_fp1_15_17Hz,perclos,0.22872893159107266,0.22872893159107266
de_fp2_19_21Hz,false_alarm_rate,0.22802719238337063,0.22802719238337063
de_fp2_5_7Hz,accuracy,-0.2270718111288041,0.2270718111288041
de_fp2_17_19Hz,accuracy,-0.22434157938279176,0.22434157938279176
bp_fp2_alpha,false_alarm_rate,0.22430509851087974,0.22430509851087974
de_fp1_9_11Hz,frustration,-0.2241721352879659,0.2241721352879659
de_fp2_15_17Hz,accuracy,-0.22389516222956096,0.22389516222956096
bp_fp2_theta,hit_rate,-0.2222635505139715,0.2222635505139715
de_fp1_23_25Hz,frustration,-0.22181396362182423,0.22181396362182423
de_fp2_33_35Hz,rt_mean,-0.2212303214675505,0.2212303214675505
de_fp1_31_33Hz,false_alarm_rate,0.22074734071176177,0.22074734071176177
de_fp1_19_21Hz,perclos,0.2202221464017346,0.2202221464017346
de_fp2_21_23Hz,false_alarm_rate,0.219615501129241,0.219615501129241
de_fp2_17_19Hz,false_alarm_rate,0.2187729499107155,0.2187729499107155
de_fp1_31_33Hz,rt_mean,-0.2179862548063758,0.2179862548063758
bp_fp2_alpha,accuracy,-0.21781327824983177,0.21781327824983177
de_fp2_21_23Hz,perclos,0.2176860028132419,0.2176860028132419
bp_fp2_delta,frustration,-0.21494127987228595,0.21494127987228595
de_fp1_25_27Hz,frustration,-0.2140808070090086,0.2140808070090086
bp_fp2_theta,false_alarm_rate,0.2136182353467352,0.2136182353467352
de_fp1_29_31Hz,frustration,-0.21346460016383567,0.21346460016383567
de_fp2_25_27Hz,accuracy,-0.212354213573797,0.212354213573797
de_fp2_29_31Hz,accuracy,-0.21201229331087096,0.21201229331087096
de_fp1_33_35Hz,kss_rating,-0.2107104606222362,0.2107104606222362
de_fp2_15_17Hz,false_alarm_rate,0.2102615034408412,0.2102615034408412
de_fp2_37_39Hz,false_alarm_rate,0.2088481668134528,0.2088481668134528
de_fp2_17_19Hz,stress,-0.20836171175874527,0.20836171175874527
de_fp1_21_23Hz,frustration,-0.2065014686270522,0.2065014686270522
de_fp1_23_25Hz,false_alarm_rate,0.20641133364741387,0.20641133364741387
bp_fp2_delta,perclos,0.205154803366923,0.205154803366923
de_fp1_25_27Hz,false_alarm_rate,0.20474889925352452,0.20474889925352452
de_fp1_17_19Hz,accuracy,-0.2030376745905424,0.2030376745905424
de_fp2_29_31Hz,rt_mean,-0.20283444963237546,0.20283444963237546
de_fp2_35_37Hz,false_alarm_rate,0.20246297677192612,0.20246297677192612
de_fp1_7_9Hz,false_alarm_rate,0.20228304059873997,0.20228304059873997
de_fp1_7_9Hz,accuracy,-0.20171691433824113,0.20171691433824113
de_fp2_19_21Hz,hit_rate,-0.2008598106415485,0.2008598106415485
de_fp2_33_35Hz,false_alarm_rate,0.19917533359738232,0.19917533359738232
bp_fp2_theta,rt_mean,-0.19895772836720296,0.19895772836720296
bp_fp2_beta,frustration,-0.1988204866434557,0.1988204866434557
de_fp2_35_37Hz,perclos,-0.19829752445186355,0.19829752445186355
bp_fp2_theta,stress,-0.19780301372702946,0.19780301372702946
de_fp2_7_9Hz,perclos,0.19776260191947964,0.19776260191947964
de_fp2_13_15Hz,hit_rate,-0.19732032029426688,0.19732032029426688
de_fp1_17_19Hz,false_alarm_rate,0.19618155684042043,0.19618155684042043
de_fp2_23_25Hz,accuracy,-0.19593107192470274,0.19593107192470274
de_fp1_11_13Hz,false_alarm_rate,0.19498533244966626,0.19498533244966626
de_fp2_25_27Hz,kss_rating,-0.19414907754761307,0.19414907754761307
de_fp1_25_27Hz,perclos,0.19295776144683585,0.19295776144683585
de_fp2_9_11Hz,stress,-0.19219793399115345,0.19219793399115345
de_fp1_27_29Hz,stress,-0.19213283750219046,0.19213283750219046
de_fp2_21_23Hz,accuracy,-0.19101409133882086,0.19101409133882086
bp_fp2_gamma,false_alarm_rate,0.1899225359952838,0.1899225359952838
de_fp2_9_11Hz,hit_rate,-0.18948693226062513,0.18948693226062513
de_fp1_33_35Hz,false_alarm_rate,0.18903540639342306,0.18903540639342306
de_fp1_25_27Hz,accuracy,-0.1881050183685157,0.1881050183685157
de_fp2_19_21Hz,rt_mean,-0.1880613037830064,0.1880613037830064
de_fp1_7_9Hz,rt_mean,-0.18707884553732995,0.18707884553732995
de_fp2_11_13Hz,rt_mean,-0.1852202541065227,0.1852202541065227
de_fp2_31_33Hz,kss_rating,-0.18521835177281687,0.18521835177281687
de_fp2_7_9Hz,hit_rate,-0.1847199042933766,0.1847199042933766
de_fp2_17_19Hz,rt_mean,-0.1843287424071462,0.1843287424071462
de_fp1_21_23Hz,false_alarm_rate,0.1842826348006409,0.1842826348006409
bp_fp2_alpha,stress,-0.18423919454909193,0.18423919454909193
de_fp1_31_33Hz,accuracy,-0.18416020846269435,0.18416020846269435
de_fp1_23_25Hz,accuracy,-0.18341873133955414,0.18341873133955414
de_fp1_13_15Hz,false_alarm_rate,0.18311858982025497,0.18311858982025497
de_fp1_33_35Hz,accuracy,-0.1823895994248717,0.1823895994248717
de_fp2_11_13Hz,hit_rate,-0.18131209526823888,0.18131209526823888
de_fp2_9_11Hz,rt_mean,-0.18108081921727795,0.18108081921727795
de_fp1_29_31Hz,false_alarm_rate,0.18092815469002418,0.18092815469002418
de_fp1_27_29Hz,perclos,0.17976026208804893,0.17976026208804893
de_fp1_7_9Hz,frustration,-0.17941203401328845,0.17941203401328845
de_fp1_31_33Hz,hit_rate,-0.17720370246562855,0.17720370246562855
de_fp2_25_27Hz,rt_mean,-0.17677351472819336,0.17677351472819336
de_fp1_15_17Hz,accuracy,-0.17652541243927483,0.17652541243927483
de_fp1_37_39Hz,accuracy,-0.17597313434258594,0.17597313434258594
de_fp1_37_39Hz,hit_rate,-0.17592526826193478,0.17592526826193478
de_fp1_11_13Hz,hit_rate,-0.17517068908541625,0.17517068908541625
de_fp2_17_19Hz,perclos,0.17396234098340776,0.17396234098340776
de_fp1_5_7Hz,accuracy,-0.17344209603782398,0.17344209603782398
de_fp2_21_23Hz,frustration,-0.173304111223944,0.173304111223944
de_fp1_37_39Hz,false_alarm_rate,0.17207932188086528,0.17207932188086528
de_fp2_7_9Hz,stress,-0.17147348869830648,0.17147348869830648
de_fp1_5_7Hz,false_alarm_rate,0.17124847149155556,0.17124847149155556
de_fp1_13_15Hz,frustration,-0.1712013218130339,0.1712013218130339
de_fp2_31_33Hz,accuracy,-0.16901803579214122,0.16901803579214122
de_fp2_27_29Hz,false_alarm_rate,0.16868759929270677,0.16868759929270677
bp_fp2_beta,stress,-0.16846085663302052,0.16846085663302052
bp_fp1_delta,kss_rating,0.16688760022243548,0.16688760022243548
bp_fp2_alpha,hit_rate,-0.16655540207379854,0.16655540207379854
bp_fp2_alpha,perclos,0.1658178754627589,0.1658178754627589
bp_fp2_delta,stress,-0.1652971734725413,0.1652971734725413
de_fp1_17_19Hz,frustration,-0.16495395716001024,0.16495395716001024
de_fp2_17_19Hz,hit_rate,-0.16332193643897455,0.16332193643897455
bp_fp2_theta,perclos,0.1620339900852178,0.1620339900852178
bp_fp1_alpha,frustration,-0.16117860841018733,0.16117860841018733
de_fp1_15_17Hz,false_alarm_rate,0.16042875556894254,0.16042875556894254
de_fp1_29_31Hz,accuracy,-0.16020060472151582,0.16020060472151582
de_fp2_29_31Hz,kss_rating,-0.1597646826922093,0.1597646826922093
bp_fp2_beta,false_alarm_rate,0.15821639474259203,0.15821639474259203
de_fp1_31_33Hz,kss_rating,-0.15777796194039154,0.15777796194039154
de_fp1_43_45Hz,false_alarm_rate,0.15720168419101535,0.15720168419101535
de_fp1_27_29Hz,false_alarm_rate,0.15689179797696245,0.15689179797696245
bp_fp2_beta,accuracy,-0.15526855827929964,0.15526855827929964
bp_fp2_beta,hit_rate,-0.1549179136093075,0.1549179136093075
de_fp2_15_17Hz,rt_mean,-0.15095192947313496,0.15095192947313496
bp_fp1_gamma,false_alarm_rate,0.15065505845602392,0.15065505845602392
de_fp1_31_33Hz,perclos,0.15011482411744617,0.15011482411744617
bp_fp1_beta,frustration,-0.14989508809962032,0.14989508809962032
de_fp1_21_23Hz,accuracy,-0.14914976820257553,0.14914976820257553
bp_fp1_theta,rt_mean,-0.14894984189645952,0.14894984189645952
de_fp2_33_35Hz,accuracy,-0.14841072638817476,0.14841072638817476
de_fp1_17_19Hz,hit_rate,-0.14816824973398213,0.14816824973398213
bp_fp2_alpha,rt_mean,-0.14800861468250393,0.14800861468250393
de_fp1_15_17Hz,stress,-0.14740070196190458,0.14740070196190458
de_fp1_13_15Hz,accuracy,-0.1473204001033226,0.1473204001033226
bp_fp1_delta,false_alarm_rate,0.14716291076496765,0.14716291076496765
de_fp2_31_33Hz,rt_mean,-0.14681809329210313,0.14681809329210313
de_fp2_3_5Hz,kss_rating,-0.14588174038895427,0.14588174038895427
de_fp2_5_7Hz,hit_rate,-0.14567269343301353,0.14567269343301353
bp_fp1_alpha,false_alarm_rate,0.14498016241161069,0.14498016241161069
de_fp1_9_11Hz,rt_mean,-0.14496624491047697,0.14496624491047697
de_fp2_39_41Hz,false_alarm_rate,0.1445576157892313,0.1445576157892313
de_fp1_33_35Hz,hit_rate,-0.1440054286114627,0.1440054286114627
bp_fp1_delta,accuracy,-0.14351042287496196,0.14351042287496196
bp_fp1_alpha,accuracy,-0.14253682116507266,0.14253682116507266
de_fp1_23_25Hz,hit_rate,-0.14247195768393234,0.14247195768393234
de_fp1_23_25Hz,stress,-0.14207959670215342,0.14207959670215342
de_fp1_19_21Hz,false_alarm_rate,0.1417768758905393,0.1417768758905393
de_fp2_27_29Hz,accuracy,-0.1410257146006456,0.1410257146006456
de_fp1_39_41Hz,false_alarm_rate,0.14018467493655423,0.14018467493655423
de_fp2_43_45Hz,false_alarm_rate,0.13841345971668706,0.13841345971668706
bp_fp1_beta,false_alarm_rate,0.13825311488904918,0.13825311488904918
de_fp1_13_15Hz,rt_mean,-0.13814204455296225,0.13814204455296225
de_fp2_43_45Hz,accuracy,-0.1381291449220562,0.1381291449220562
de_fp2_15_17Hz,hit_rate,-0.13686712392444414,0.13686712392444414
de_fp2_9_11Hz,perclos,0.1360833118291462,0.1360833118291462
de_fp2_37_39Hz,perclos,-0.1360746253856836,0.1360746253856836
de_fp2_21_23Hz,stress,-0.13471068238753398,0.13471068238753398
de_fp1_9_11Hz,false_alarm_rate,0.13227677607567567,0.13227677607567567
de_fp1_33_35Hz,rt_mean,-0.1300037381408381,0.1300037381408381
de_fp1_25_27Hz,stress,-0.12981109704244984,0.12981109704244984
de_fp1_19_21Hz,frustration,-0.1294282597374518,0.1294282597374518
de_fp2_23_25Hz,rt_mean,-0.12932280640552088,0.12932280640552088
bp_fp1_theta,frustration,-0.12725613047906872,0.12725613047906872
de_fp2_5_7Hz,rt_mean,-0.12686019036678797,0.12686019036678797
de_fp2_5_7Hz,kss_rating,-0.12582822796748283,0.12582822796748283
de_fp2_15_17Hz,perclos,0.12575972068548794,0.12575972068548794
de_fp1_19_21Hz,accuracy,-0.12428629836562853,0.12428629836562853
de_fp2_29_31Hz,hit_rate,-0.1238117324460584,0.1238117324460584
de_fp2_21_23Hz,hit_rate,-0.12325096515558974,0.12325096515558974
de_fp2_27_29Hz,kss_rating,-0.12195473542356663,0.12195473542356663
de_fp1_19_21Hz,hit_rate,-0.12170814816094969,0.12170814816094969
de_fp2_35_37Hz,rt_mean,-0.12144250556128021,0.12144250556128021
bp_fp1_theta,false_alarm_rate,0.12084553658576389,0.12084553658576389
de_fp1_9_11Hz,accuracy,-0.12053597016499551,0.12053597016499551
bp_fp2_beta,rt_mean,-0.12031521994143818,0.12031521994143818
de_fp2_23_25Hz,perclos,0.1200739054581328,0.1200739054581328
de_fp2_3_5Hz,stress,-0.11875595584112746,0.11875595584112746
de_fp2_23_25Hz,hit_rate,-0.11769441268481946,0.11769441268481946
bp_fp1_theta,kss_rating,0.11626472967524065,0.11626472967524065
de_fp1_35_37Hz,accuracy,-0.11623875529652837,0.11623875529652837
de_fp2_37_39Hz,accuracy,-0.11572463517728178,0.11572463517728178
bp_fp1_theta,accuracy,-0.1157179947397387,0.1157179947397387
de_fp2_19_21Hz,kss_rating,-0.11531242763663258,0.11531242763663258
bp_fp1_delta,hit_rate,-0.11488275740213805,0.11488275740213805
de_fp2_13_15Hz,perclos,0.11472099892783891,0.11472099892783891
de_fp1_21_23Hz,stress,-0.11403217010601231,0.11403217010601231
de_fp2_25_27Hz,hit_rate,-0.11355143376710114,0.11355143376710114
de_fp2_11_13Hz,perclos,0.11307070557127574,0.11307070557127574
de_fp2_19_21Hz,perclos,0.11276828337485123,0.11276828337485123
de_fp1_7_9Hz,hit_rate,-0.11139392666538557,0.11139392666538557
de_fp2_27_29Hz,rt_mean,-0.11114567602167791,0.11114567602167791
de_fp2_35_37Hz,accuracy,-0.11065582574358011,0.11065582574358011
de_fp2_45_47Hz,rt_mean,-0.11026573567536001,0.11026573567536001
de_fp1_11_13Hz,stress,-0.11018622427607558,0.11018622427607558
de_fp2_21_23Hz,rt_mean,-0.10988958961477369,0.10988958961477369
de_fp1_11_13Hz,rt_mean,-0.10948218813394778,0.10948218813394778
de_fp2_33_35Hz,perclos,-0.10871593578961877,0.10871593578961877
bp_fp1_beta,accuracy,-0.10837721584019765,0.10837721584019765
de_fp1_7_9Hz,kss_rating,0.10816109759412484,0.10816109759412484
de_fp1_5_7Hz,stress,-0.10689627332236573,0.10689627332236573
de_fp1_29_31Hz,stress,-0.10647083936123666,0.10647083936123666
de_fp1_35_37Hz,hit_rate,-0.10597777372720198,0.10597777372720198
bp_fp2_gamma,accuracy,-0.10583361397147163,0.10583361397147163
de_fp2_37_39Hz,rt_mean,-0.10357029153189405,0.10357029153189405
bp_fp1_alpha,rt_mean,-0.10339975686358457,0.10339975686358457
de_fp2_41_43Hz,rt_mean,-0.1029349724502364,0.1029349724502364
de_fp1_27_29Hz,accuracy,-0.10125787454380696,0.10125787454380696
de_fp2_41_43Hz,false_alarm_rate,0.10123565960558287,0.10123565960558287
de_fp1_13_15Hz,stress,-0.09965203631472143,0.09965203631472143
de_fp2_5_7Hz,perclos,0.0981725107150178,0.0981725107150178
bp_fp1_gamma,accuracy,-0.0976959663364631,0.0976959663364631
de_fp1_23_25Hz,rt_mean,-0.09768462006941368,0.09768462006941368
bp_fp1_gamma,hit_rate,-0.09756481081615884,0.09756481081615884
bp_fp1_beta,hit_rate,-0.09667507032703444,0.09667507032703444
de_fp1_3_5Hz,perclos,0.09650183961316416,0.09650183961316416
de_fp1_5_7Hz,rt_mean,-0.09554086135167042,0.09554086135167042
de_fp1_35_37Hz,false_alarm_rate,0.09445349761366575,0.09445349761366575
bp_fp1_beta,stress,-0.09384927453021388,0.09384927453021388
bp_fp1_alpha,kss_rating,0.09302938338123232,0.09302938338123232
de_fp2_3_5Hz,rt_mean,-0.09179302047806134,0.09179302047806134
de_fp1_17_19Hz,stress,-0.09102811556855858,0.09102811556855858
de_fp1_37_39Hz,rt_mean,-0.09049721580094158,0.09049721580094158
de_fp1_27_29Hz,kss_rating,-0.0900997930451763,0.0900997930451763
de_fp2_11_13Hz,kss_rating,-0.0893481014002806,0.0893481014002806
de_fp1_33_35Hz,perclos,0.0872482606311886,0.0872482606311886
de_fp1_13_15Hz,hit_rate,-0.08621646887979524,0.08621646887979524
de_fp1_29_31Hz,hit_rate,-0.08606201548740676,0.08606201548740676
de_fp1_9_11Hz,stress,-0.08425773368587305,0.08425773368587305
de_fp2_47_49Hz,hit_rate,0.08370696054662416,0.08370696054662416
de_fp1_5_7Hz,hit_rate,-0.08343775304500661,0.08343775304500661
de_fp2_21_23Hz,kss_rating,0.0825430565441639,0.0825430565441639
de_fp2_31_33Hz,hit_rate,-0.08178090071431171,0.08178090071431171
bp_fp2_gamma,rt_mean,-0.08163812093322101,0.08163812093322101
de_fp2_25_27Hz,perclos,0.08021253235758488,0.08021253235758488
de_fp1_15_17Hz,rt_mean,-0.07980588915890832,0.07980588915890832
de_fp2_39_41Hz,accuracy,-0.0797290397346527,0.0797290397346527
de_fp2_43_45Hz,hit_rate,-0.07913862007934902,0.07913862007934902
de_fp1_35_37Hz,rt_mean,-0.07890462747981904,0.07890462747981904
de_fp2_3_5Hz,accuracy,-0.07786933739030644,0.07786933739030644
bp_fp1_theta,hit_rate,-0.07703124002027073,0.07703124002027073
de_fp2_27_29Hz,hit_rate,-0.07701772776763206,0.07701772776763206
de_fp1_21_23Hz,hit_rate,-0.0767515169754191,0.0767515169754191
de_fp1_15_17Hz,hit_rate,-0.07632485474189124,0.07632485474189124
bp_fp1_delta,frustration,-0.07583586389773014,0.07583586389773014
de_fp1_25_27Hz,hit_rate,-0.07492536680233629,0.07492536680233629
de_fp2_39_41Hz,rt_mean,-0.07449468705206322,0.07449468705206322
de_fp1_19_21Hz,stress,-0.07414165119755545,0.07414165119755545
de_fp1_43_45Hz,accuracy,-0.0726668895544002,0.0726668895544002
bp_fp1_alpha,hit_rate,-0.07193231929908825,0.07193231929908825
de_fp1_3_5Hz,false_alarm_rate,-0.07180682651694056,0.07180682651694056
de_fp1_7_9Hz,stress,-0.06899305078196895,0.06899305078196895
de_fp1_47_49Hz,false_alarm_rate,0.06768022081097116,0.06768022081097116
de_fp1_39_41Hz,accuracy,-0.06758015538639847,0.06758015538639847
de_fp1_49_51Hz,rt_mean,0.06713656166484414,0.06713656166484414
de_fp2_45_47Hz,false_alarm_rate,0.0659467832794603,0.0659467832794603
de_fp2_41_43Hz,accuracy,-0.06510246872639822,0.06510246872639822
de_fp1_25_27Hz,rt_mean,-0.06458662963926066,0.06458662963926066
de_fp1_37_39Hz,perclos,-0.06434230661002273,0.06434230661002273
