epoch,train_loss,val_loss,val_mae,val_rmse,val_correlation
1,0.056420137833865035,0.048498130023891584,0.19891610796515355,0.22022290985247558,0.6671552532838337
2,0.023723212668693573,0.022604945257685343,0.1284416263068077,0.15034941056647128,0.6690367917277418
3,0.017021618302078826,0.030060896393357735,0.15260077494820778,0.17338078438326934,0.7492689161289421
4,0.015442404953162318,0.028560092341938122,0.1480657132015914,0.16899731459978332,0.8291180586302568
5,0.014100243349565665,0.014630821313047484,0.09386325217106185,0.12095793199723402,0.8437418829759178
6,0.009610611026489121,0.01545236874120401,0.10220129143233339,0.12430755705589266,0.8587379558229447
7,0.009266400654701048,0.013756361086084447,0.0948902864683243,0.1172875146214824,0.8868208987654949
8,0.006998689884145974,0.010316530386715761,0.07900833869855625,0.10157032237182159,0.9234982733366026
9,0.007480529915130421,0.008396984318381071,0.07414874126757579,0.09163506053024174,0.9294999253816589
10,0.005945180073730325,0.008144116653637921,0.07088978761989666,0.09024475970181271,0.9249951086860904
11,0.006091082714690794,0.005994737444591229,0.06496888777372953,0.07742568982315386,0.9374872831169617
12,0.005843258340676994,0.005668796706363059,0.06182290958134355,0.07529141190310525,0.9443203686176598
13,0.004886964582810283,0.0031923521190280898,0.04781244906887087,0.05650090370098597,0.9501447155001808
14,0.004745717189817278,0.0015174206669713432,0.03225088581178306,0.03895408408589968,0.9641288517550981
15,0.00423286521059438,0.0018181038654585262,0.03533459478978348,0.04263922918461972,0.963760426066568
16,0.004089299961372115,0.0015070742700023976,0.03299215439975271,0.038821054467935275,0.9678228666590916
17,0.004102135915808758,0.0019517036627166424,0.03468855394348652,0.04417809030182997,0.9620381645546765
18,0.004015668049483418,0.0009247664153343196,0.024395095122105043,0.030409972300781855,0.9720670688773236
19,0.0037834733223036238,0.0011963273675470157,0.029573750198472262,0.03458796564626222,0.968236135755176
20,0.0029599143600057363,0.0015117941755289658,0.03125835361612376,0.03888179748325643,0.9571355965739741
