,perclos,kss_rating,stress,frustration,accuracy,hit_rate,false_alarm_rate,rt_mean
de_fp1_1_3Hz,0.015144135680347844,-0.34785977853206057,0.1447038901106808,0.36151953271391035,0.0121413799666275,0.04287292488703462,-0.011688364770522092,-0.24040279137673196
de_fp1_3_5Hz,0.0338723529308121,-0.6451906806543974,0.2956214602725233,0.6368309164739167,-0.05237085539357044,0.037560651796638395,0.05167879095971287,-0.2799287970121481
de_fp1_5_7Hz,0.06166564013816725,-0.5886623561702026,0.25376103668958266,0.5952499414333294,-0.0385548650602238,0.05988803837417619,0.016897676999242342,-0.2524976458590437
de_fp1_7_9Hz,-0.008084844252733668,-0.6067597392810871,0.2617451547854554,0.6065299182866454,-0.04371010989344025,0.06848340054625726,0.02532957862860943,-0.20843802891868934
de_fp1_9_11Hz,0.0249205835190258,-0.6308285545744003,0.2329686020822103,0.6039087148790319,-0.015478974957679956,0.08423518075992525,0.0069790685495674,-0.20422817170875252
de_fp1_11_13Hz,0.05846287792081823,-0.530571778223187,0.22570106036683374,0.5532831893414023,-0.0874775640428729,0.0003191141638810794,0.050087037927038225,-0.26887060207676766
de_fp1_13_15Hz,0.10803648125808796,-0.5700112293645472,0.22508814149016124,0.5652283090309239,-0.05685880296377033,0.033169561513546775,0.05081939819062261,-0.2600455313353239
de_fp1_15_17Hz,0.11636615702342575,-0.4850615415186318,0.2262116758932175,0.523467399114988,-0.11725521179352175,-0.042385390558744705,0.0869960586685547,-0.2615512556596224
de_fp1_17_19Hz,0.1799575578236065,-0.2539488703461982,0.2070121712822009,0.3734676690348859,-0.09096101794090666,-0.1239272997200758,0.03514410295095848,-0.22094622891646762
de_fp1_19_21Hz,0.2986658385417774,0.1131574443468503,0.024972520366351145,0.044713735590993516,-0.16995560868861123,-0.20547053759704323,0.10875954253458157,-0.21329778733107804
de_fp1_21_23Hz,0.2898680588678427,0.370320593403647,-0.022259994910801332,-0.19992049843597925,-0.13846636994183725,-0.20717674700011643,0.06813916661298863,-0.06181086797559723
de_fp1_23_25Hz,0.2588043752526744,0.5215829972886135,-0.062344695028526485,-0.30077616768313936,-0.11815420375619026,-0.17504163631620973,0.07074710221993138,-0.0842954755675895
de_fp1_25_27Hz,0.19752057544398094,0.5362602292198217,-0.08628662699041063,-0.34126544341302234,-0.09845038824000808,-0.16201413763015274,0.04480015173419294,0.05393298562291765
de_fp1_27_29Hz,0.221440469640691,0.5297291969998538,-0.1098553833336038,-0.3290052466405447,-0.06729105163067213,-0.1068742864681612,0.025343141514833075,0.008728133270856723
de_fp1_29_31Hz,0.2640311028291389,0.5335974887337832,-0.07608639991201537,-0.3313234340669753,-0.00954968167580024,-0.04958360926197704,-0.03289676432196534,0.00930457414283327
de_fp1_31_33Hz,0.20891732464155513,0.5705933899201941,-0.08676895668150533,-0.35304099313445736,-0.03390820149805256,-0.06595947841710947,-0.011144753047148029,0.05604267763051651
de_fp1_33_35Hz,0.2824272035324902,0.5595100971049328,-0.1135718274998105,-0.37967721513886243,-0.03410647892407091,-0.09586242894493699,-0.026166464014601702,0.07030471505766409
de_fp1_35_37Hz,0.2606774708815238,0.5025792224002653,-0.09744997130562752,-0.3185093545361208,-0.08075894317314265,-0.09883591667280689,0.044588154362784,0.03770860562038739
de_fp1_37_39Hz,0.2330631999620924,0.5325451626286786,-0.13034816481403036,-0.3564655524368683,-0.06917711381658631,-0.1231802853119403,0.019393110980927282,0.010828453099726444
de_fp1_39_41Hz,0.29198440907175094,0.5408323236536842,-0.13618925104169646,-0.3436615467194565,-0.12293763446721523,-0.12643395001169977,0.09024848207642795,-0.059179946925259914
de_fp1_41_43Hz,0.3042430871220894,0.48999997867663886,-0.11461371961328541,-0.3004082643719332,-0.12930226091902922,-0.18083693023390585,0.07486217298791271,-0.0834403621340978
de_fp1_43_45Hz,0.34102538300981194,0.4090566645386481,-0.038976950222724724,-0.21984717648435112,-0.1046248215070409,-0.1189383405105691,0.07462033237438587,-0.05174858675487242
de_fp1_45_47Hz,0.2726396430954935,0.46126478726127856,-0.0845728014596646,-0.2574843164095214,-0.08706917954241357,-0.09899757057903787,0.029559857964158123,-0.09968312590311501
de_fp1_47_49Hz,0.36992678132805357,0.3033046852574719,0.00759625737701152,-0.11920854871843423,-0.15152667061052272,-0.20087188111968945,0.07674765177022481,-0.12640987826097352
de_fp1_49_51Hz,0.3182369730876558,0.29569393571969094,-0.08902687042260646,-0.15305524328661008,-0.11820039255922753,-0.1544834328824168,0.047213537941448315,-0.11934198706664614
de_fp2_1_3Hz,0.01770958766939351,0.015425039713025406,-0.03297101294548523,0.02464503181640555,-0.03335425121676781,-0.06964701291967629,0.011170091912832714,-0.07972814860550949
de_fp2_3_5Hz,0.08662021972134604,0.030428313793931513,0.1389850630887279,0.127960916280313,-0.16453986110496369,-0.15072894377711468,0.1296531586383537,-0.13032805763148148
de_fp2_5_7Hz,0.08376792589854126,0.08318327055191096,0.08014433373626,0.08140709852368035,-0.11421735972852881,-0.11939869892721085,0.0718802305841918,-0.11021835789569676
de_fp2_7_9Hz,-0.007981114930667343,0.13644750269200626,0.04809412555059067,0.003706620865296662,-0.14680065795888325,-0.20214578092993918,0.09557434318768912,-0.030830555519236254
de_fp2_9_11Hz,0.062100147069147675,0.13753598716336282,-0.02220513616371654,0.00226335899462783,-0.14005783109310616,-0.1946218243486254,0.0748913676412552,-0.05547127503855526
de_fp2_11_13Hz,0.05996108156945882,0.1309139604714535,0.10679610511938573,0.058576099239396745,-0.11619473515875453,-0.15594622038408446,0.06830493482008256,-0.05942441093256171
de_fp2_13_15Hz,0.17458489268682775,0.20456735260159722,0.024443832094691195,-0.015262235396165284,-0.15328496959109456,-0.22150639793572285,0.10443743262460736,-0.09331887763137126
de_fp2_15_17Hz,0.19325453860619007,0.29190281627038567,-0.033298157929684075,-0.09265215674175432,-0.19513461164182527,-0.2787419133030475,0.1387043582256959,-0.15512047932470344
de_fp2_17_19Hz,0.24991007674214227,0.37961457739334736,-0.06860634300422419,-0.1676462729375166,-0.2018047119907477,-0.3218520785226437,0.13013965462391858,-0.06026837800496608
de_fp2_19_21Hz,0.2161413478131027,0.5163255173112907,-0.15778665781884274,-0.30774649207384486,-0.1194513081912208,-0.2473755399966065,0.04454480065492381,-0.1358403181119955
de_fp2_21_23Hz,0.2535010755453742,0.5630385558329967,-0.16154122906570148,-0.3699526776804262,-0.1354320557333082,-0.23560163781042917,0.062439043183103074,0.0029332843944736738
de_fp2_23_25Hz,0.26030009646132857,0.5788199394713619,-0.16094849131146532,-0.3711069983847151,-0.017639825649620987,-0.089531347881359,-0.020022258899529966,-0.07375466143623591
