eeg_feature,behavior_variable,correlation,abs_correlation
de_fp1_39_41Hz,frustration,-0.3436615467194565,0.3436615467194565
de_fp1_25_27Hz,frustration,-0.34126544341302234,0.34126544341302234
de_fp1_43_45Hz,perclos,0.34102538300981194,0.34102538300981194
bp_fp1_theta,stress,0.3324184925098916,0.3324184925098916
de_fp1_29_31Hz,frustration,-0.3313234340669753,0.3313234340669753
de_fp1_27_29Hz,frustration,-0.3290052466405447,0.3290052466405447
de_fp2_17_19Hz,hit_rate,-0.3218520785226437,0.3218520785226437
de_fp1_35_37Hz,frustration,-0.3185093545361208,0.3185093545361208
de_fp1_49_51Hz,perclos,0.3182369730876558,0.3182369730876558
bp_fp1_alpha,stress,0.310362245681255,0.310362245681255
de_fp2_19_21Hz,frustration,-0.30774649207384486,0.30774649207384486
bp_fp1_delta,stress,0.30564963006526374,0.30564963006526374
de_fp1_41_43Hz,perclos,0.3042430871220894,0.3042430871220894
de_fp1_47_49Hz,kss_rating,0.3033046852574719,0.3033046852574719
bp_fp1_beta,frustration,0.30312913510367484,0.30312913510367484
de_fp1_23_25Hz,frustration,-0.30077616768313936,0.30077616768313936
de_fp1_41_43Hz,frustration,-0.3004082643719332,0.3004082643719332
bp_fp1_gamma,frustration,-0.29970916333222475,0.29970916333222475
de_fp1_19_21Hz,perclos,0.2986658385417774,0.2986658385417774
de_fp1_49_51Hz,kss_rating,0.29569393571969094,0.29569393571969094
de_fp1_3_5Hz,stress,0.2956214602725233,0.2956214602725233
bp_fp1_gamma,perclos,0.29353242287670467,0.29353242287670467
de_fp1_39_41Hz,perclos,0.29198440907175094,0.29198440907175094
de_fp2_15_17Hz,kss_rating,0.29190281627038567,0.29190281627038567
de_fp1_21_23Hz,perclos,0.2898680588678427,0.2898680588678427
bp_fp2_delta,frustration,0.28367152710371013,0.28367152710371013
de_fp1_33_35Hz,perclos,0.2824272035324902,0.2824272035324902
de_fp1_3_5Hz,rt_mean,-0.2799287970121481,0.2799287970121481
de_fp2_15_17Hz,hit_rate,-0.2787419133030475,0.2787419133030475
de_fp1_45_47Hz,perclos,0.2726396430954935,0.2726396430954935
de_fp1_11_13Hz,rt_mean,-0.26887060207676766,0.26887060207676766
bp_fp2_beta,perclos,0.264923799985053,0.264923799985053
de_fp1_29_31Hz,perclos,0.2640311028291389,0.2640311028291389
de_fp1_7_9Hz,stress,0.2617451547854554,0.2617451547854554
de_fp1_15_17Hz,rt_mean,-0.2615512556596224,0.2615512556596224
de_fp1_35_37Hz,perclos,0.2606774708815238,0.2606774708815238
de_fp2_23_25Hz,perclos,0.26030009646132857,0.26030009646132857
de_fp1_13_15Hz,rt_mean,-0.2600455313353239,0.2600455313353239
de_fp2_41_43Hz,perclos,0.25891858608600943,0.25891858608600943
de_fp1_23_25Hz,perclos,0.2588043752526744,0.2588043752526744
de_fp1_45_47Hz,frustration,-0.2574843164095214,0.2574843164095214
de_fp1_17_19Hz,kss_rating,-0.2539488703461982,0.2539488703461982
de_fp1_5_7Hz,stress,0.25376103668958266,0.25376103668958266
de_fp2_21_23Hz,perclos,0.2535010755453742,0.2535010755453742
de_fp1_5_7Hz,rt_mean,-0.2524976458590437,0.2524976458590437
de_fp2_17_19Hz,perclos,0.24991007674214227,0.24991007674214227
de_fp2_19_21Hz,hit_rate,-0.2473755399966065,0.2473755399966065
de_fp2_47_49Hz,perclos,0.2449777458411989,0.2449777458411989
de_fp1_1_3Hz,rt_mean,-0.24040279137673196,0.24040279137673196
bp_fp2_beta,frustration,-0.23958954168932606,0.23958954168932606
bp_fp1_beta,perclos,0.2384475477062294,0.2384475477062294
de_fp2_21_23Hz,hit_rate,-0.23560163781042917,0.23560163781042917
de_fp1_37_39Hz,perclos,0.2330631999620924,0.2330631999620924
de_fp1_9_11Hz,stress,0.2329686020822103,0.2329686020822103
de_fp2_49_51Hz,stress,-0.23018316272801964,0.23018316272801964
bp_fp1_beta,stress,0.2299555272946438,0.2299555272946438
de_fp2_39_41Hz,perclos,0.22844415480559083,0.22844415480559083
de_fp1_15_17Hz,stress,0.2262116758932175,0.2262116758932175
de_fp1_11_13Hz,stress,0.22570106036683374,0.22570106036683374
de_fp1_13_15Hz,stress,0.22508814149016124,0.22508814149016124
bp_fp1_theta,rt_mean,-0.22450843385267558,0.22450843385267558
de_fp2_13_15Hz,hit_rate,-0.22150639793572285,0.22150639793572285
de_fp1_27_29Hz,perclos,0.221440469640691,0.221440469640691
de_fp1_17_19Hz,rt_mean,-0.22094622891646762,0.22094622891646762
de_fp1_43_45Hz,frustration,-0.21984717648435112,0.21984717648435112
de_fp2_49_51Hz,perclos,0.21907654081172212,0.21907654081172212
bp_fp1_alpha,rt_mean,-0.21896009148687837,0.21896009148687837
de_fp2_19_21Hz,perclos,0.2161413478131027,0.2161413478131027
de_fp2_25_27Hz,perclos,0.21432530386932017,0.21432530386932017
de_fp2_33_35Hz,perclos,0.21426184609441945,0.21426184609441945
de_fp1_19_21Hz,rt_mean,-0.21329778733107804,0.21329778733107804
de_fp2_37_39Hz,perclos,0.21100510507972423,0.21100510507972423
bp_fp2_gamma,perclos,0.2109740355649058,0.2109740355649058
de_fp1_31_33Hz,perclos,0.20891732464155513,0.20891732464155513
de_fp1_7_9Hz,rt_mean,-0.20843802891868934,0.20843802891868934
bp_fp2_beta,hit_rate,-0.20827530794655477,0.20827530794655477
de_fp2_35_37Hz,perclos,0.207768951273804,0.207768951273804
de_fp1_21_23Hz,hit_rate,-0.20717674700011643,0.20717674700011643
de_fp1_17_19Hz,stress,0.2070121712822009,0.2070121712822009
de_fp1_19_21Hz,hit_rate,-0.20547053759704323,0.20547053759704323
de_fp2_13_15Hz,kss_rating,0.20456735260159722,0.20456735260159722
de_fp1_9_11Hz,rt_mean,-0.20422817170875252,0.20422817170875252
de_fp2_29_31Hz,perclos,0.20327044863877916,0.20327044863877916
de_fp2_7_9Hz,hit_rate,-0.20214578092993918,0.20214578092993918
bp_fp1_beta,rt_mean,-0.20198285999277643,0.20198285999277643
de_fp2_17_19Hz,accuracy,-0.2018047119907477,0.2018047119907477
de_fp1_47_49Hz,hit_rate,-0.20087188111968945,0.20087188111968945
de_fp1_21_23Hz,frustration,-0.19992049843597925,0.19992049843597925
bp_fp2_theta,accuracy,-0.19906136197053223,0.19906136197053223
de_fp2_43_45Hz,perclos,0.199001195536571,0.199001195536571
bp_fp1_delta,rt_mean,-0.19824135379316735,0.19824135379316735
de_fp2_37_39Hz,stress,-0.19817773795446225,0.19817773795446225
de_fp1_25_27Hz,perclos,0.19752057544398094,0.19752057544398094
de_fp2_35_37Hz,stress,-0.19732991947280704,0.19732991947280704
de_fp2_45_47Hz,stress,-0.19608054186721133,0.19608054186721133
de_fp2_15_17Hz,accuracy,-0.19513461164182527,0.19513461164182527
de_fp2_9_11Hz,hit_rate,-0.1946218243486254,0.1946218243486254
de_fp2_39_41Hz,stress,-0.19434017016283148,0.19434017016283148
de_fp2_15_17Hz,perclos,0.19325453860619007,0.19325453860619007
de_fp2_41_43Hz,stress,-0.19285627062481203,0.19285627062481203
de_fp2_27_29Hz,stress,-0.19159464864045064,0.19159464864045064
de_fp2_25_27Hz,stress,-0.19018141577413966,0.19018141577413966
de_fp2_33_35Hz,stress,-0.1893279835780865,0.1893279835780865
de_fp2_45_47Hz,perclos,0.18898843314589703,0.18898843314589703
de_fp2_39_41Hz,hit_rate,-0.18680211253456872,0.18680211253456872
de_fp2_27_29Hz,perclos,0.1848738252531855,0.1848738252531855
bp_fp2_alpha,frustration,0.1827975289208782,0.1827975289208782
de_fp1_41_43Hz,hit_rate,-0.18083693023390585,0.18083693023390585
de_fp1_17_19Hz,perclos,0.1799575578236065,0.1799575578236065
bp_fp2_delta,stress,0.17971520561770085,0.17971520561770085
de_fp1_23_25Hz,hit_rate,-0.17504163631620973,0.17504163631620973
de_fp2_13_15Hz,perclos,0.17458489268682775,0.17458489268682775
bp_fp2_delta,hit_rate,-0.17396548663681996,0.17396548663681996
de_fp2_43_45Hz,stress,-0.17294066124028418,0.17294066124028418
de_fp2_49_51Hz,hit_rate,-0.17003984289160032,0.17003984289160032
de_fp1_19_21Hz,accuracy,-0.16995560868861123,0.16995560868861123
bp_fp2_theta,false_alarm_rate,0.1694525990344263,0.1694525990344263
bp_fp2_alpha,hit_rate,-0.1687612673783536,0.1687612673783536
de_fp2_17_19Hz,frustration,-0.1676462729375166,0.1676462729375166
de_fp2_47_49Hz,stress,-0.16653074769819423,0.16653074769819423
bp_fp2_theta,rt_mean,-0.16645680206018532,0.16645680206018532
bp_fp2_theta,frustration,0.16502440370945612,0.16502440370945612
de_fp2_3_5Hz,accuracy,-0.16453986110496369,0.16453986110496369
de_fp2_41_43Hz,hit_rate,-0.16438509569230172,0.16438509569230172
de_fp1_25_27Hz,hit_rate,-0.16201413763015274,0.16201413763015274
de_fp2_31_33Hz,stress,-0.16180584098275427,0.16180584098275427
de_fp2_21_23Hz,stress,-0.16154122906570148,0.16154122906570148
de_fp2_23_25Hz,stress,-0.16094849131146532,0.16094849131146532
de_fp2_19_21Hz,stress,-0.15778665781884274,0.15778665781884274
de_fp2_31_33Hz,perclos,0.15672297235325083,0.15672297235325083
de_fp2_11_13Hz,hit_rate,-0.15594622038408446,0.15594622038408446
de_fp2_15_17Hz,rt_mean,-0.15512047932470344,0.15512047932470344
de_fp1_49_51Hz,hit_rate,-0.1544834328824168,0.1544834328824168
de_fp2_13_15Hz,accuracy,-0.15328496959109456,0.15328496959109456
de_fp1_49_51Hz,frustration,-0.15305524328661008,0.15305524328661008
de_fp1_47_49Hz,accuracy,-0.15152667061052272,0.15152667061052272
bp_fp2_delta,rt_mean,-0.15108434765542347,0.15108434765542347
de_fp2_3_5Hz,hit_rate,-0.15072894377711468,0.15072894377711468
de_fp2_7_9Hz,accuracy,-0.14680065795888325,0.14680065795888325
de_fp1_1_3Hz,stress,0.1447038901106808,0.1447038901106808
bp_fp2_beta,accuracy,-0.14408918876150695,0.14408918876150695
bp_fp1_beta,accuracy,-0.14405086001475714,0.14405086001475714
de_fp2_47_49Hz,hit_rate,-0.1438684795550208,0.1438684795550208
bp_fp2_theta,hit_rate,-0.14361238863727216,0.14361238863727216
bp_fp2_delta,accuracy,-0.14253701865765295,0.14253701865765295
bp_fp1_beta,kss_rating,-0.14186928108332778,0.14186928108332778
de_fp2_9_11Hz,accuracy,-0.14005783109310616,0.14005783109310616
de_fp2_29_31Hz,stress,-0.1393879584842686,0.1393879584842686
de_fp2_3_5Hz,stress,0.1389850630887279,0.1389850630887279
de_fp2_15_17Hz,false_alarm_rate,0.1387043582256959,0.1387043582256959
de_fp1_21_23Hz,accuracy,-0.13846636994183725,0.13846636994183725
bp_fp2_alpha,accuracy,-0.13762471201406234,0.13762471201406234
de_fp2_9_11Hz,kss_rating,0.13753598716336282,0.13753598716336282
de_fp2_31_33Hz,rt_mean,0.13730191607753692,0.13730191607753692
de_fp2_7_9Hz,kss_rating,0.13644750269200626,0.13644750269200626
de_fp1_39_41Hz,stress,-0.13618925104169646,0.13618925104169646
de_fp2_19_21Hz,rt_mean,-0.1358403181119955,0.1358403181119955
de_fp2_45_47Hz,hit_rate,-0.13556969569722366,0.13556969569722366
de_fp2_21_23Hz,accuracy,-0.1354320557333082,0.1354320557333082
de_fp2_43_45Hz,hit_rate,-0.13540203794863748,0.13540203794863748
de_fp2_25_27Hz,hit_rate,-0.13530823440492315,0.13530823440492315
bp_fp2_alpha,rt_mean,-0.13372761669090516,0.13372761669090516
de_fp2_11_13Hz,kss_rating,0.1309139604714535,0.1309139604714535
de_fp1_37_39Hz,stress,-0.13034816481403036,0.13034816481403036
de_fp2_3_5Hz,rt_mean,-0.13032805763148148,0.13032805763148148
de_fp2_17_19Hz,false_alarm_rate,0.13013965462391858,0.13013965462391858
de_fp2_3_5Hz,false_alarm_rate,0.1296531586383537,0.1296531586383537
de_fp1_41_43Hz,accuracy,-0.12930226091902922,0.12930226091902922
bp_fp2_delta,kss_rating,-0.12889004526487793,0.12889004526487793
de_fp2_3_5Hz,frustration,0.127960916280313,0.127960916280313
de_fp1_39_41Hz,hit_rate,-0.12643395001169977,0.12643395001169977
de_fp1_47_49Hz,rt_mean,-0.12640987826097352,0.12640987826097352
de_fp2_35_37Hz,hit_rate,-0.1260483189148801,0.1260483189148801
de_fp2_39_41Hz,accuracy,-0.12577951595778747,0.12577951595778747
de_fp1_17_19Hz,hit_rate,-0.1239272997200758,0.1239272997200758
bp_fp2_theta,stress,0.12363213163829695,0.12363213163829695
de_fp1_37_39Hz,hit_rate,-0.1231802853119403,0.1231802853119403
de_fp1_39_41Hz,accuracy,-0.12293763446721523,0.12293763446721523
de_fp2_19_21Hz,accuracy,-0.1194513081912208,0.1194513081912208
de_fp2_5_7Hz,hit_rate,-0.11939869892721085,0.11939869892721085
de_fp1_49_51Hz,rt_mean,-0.11934198706664614,0.11934198706664614
de_fp1_47_49Hz,frustration,-0.11920854871843423,0.11920854871843423
de_fp1_43_45Hz,hit_rate,-0.1189383405105691,0.1189383405105691
de_fp1_49_51Hz,accuracy,-0.11820039255922753,0.11820039255922753
de_fp2_37_39Hz,hit_rate,-0.11816519399276512,0.11816519399276512
de_fp1_23_25Hz,accuracy,-0.11815420375619026,0.11815420375619026
de_fp1_15_17Hz,accuracy,-0.11725521179352175,0.11725521179352175
de_fp1_15_17Hz,perclos,0.11636615702342575,0.11636615702342575
de_fp2_11_13Hz,accuracy,-0.11619473515875453,0.11619473515875453
de_fp1_41_43Hz,stress,-0.11461371961328541,0.11461371961328541
de_fp2_5_7Hz,accuracy,-0.11421735972852881,0.11421735972852881
de_fp1_33_35Hz,stress,-0.1135718274998105,0.1135718274998105
de_fp1_19_21Hz,kss_rating,0.1131574443468503,0.1131574443468503
bp_fp1_delta,accuracy,-0.11162761641821632,0.11162761641821632
de_fp2_5_7Hz,rt_mean,-0.11021835789569676,0.11021835789569676
de_fp2_45_47Hz,accuracy,-0.10996548951420591,0.10996548951420591
de_fp1_27_29Hz,stress,-0.1098553833336038,0.1098553833336038
de_fp1_19_21Hz,false_alarm_rate,0.10875954253458157,0.10875954253458157
de_fp1_13_15Hz,perclos,0.10803648125808796,0.10803648125808796
de_fp1_27_29Hz,hit_rate,-0.1068742864681612,0.1068742864681612
de_fp2_11_13Hz,stress,0.10679610511938573,0.10679610511938573
bp_fp1_beta,false_alarm_rate,0.10569666940726541,0.10569666940726541
bp_fp1_delta,false_alarm_rate,0.1054958992012041,0.1054958992012041
de_fp1_43_45Hz,accuracy,-0.1046248215070409,0.1046248215070409
de_fp2_13_15Hz,false_alarm_rate,0.10443743262460736,0.10443743262460736
bp_fp2_beta,rt_mean,-0.1037459232318123,0.1037459232318123
de_fp1_45_47Hz,rt_mean,-0.09968312590311501,0.09968312590311501
de_fp1_45_47Hz,hit_rate,-0.09899757057903787,0.09899757057903787
de_fp1_35_37Hz,hit_rate,-0.09883591667280689,0.09883591667280689
de_fp1_25_27Hz,accuracy,-0.09845038824000808,0.09845038824000808
de_fp1_35_37Hz,stress,-0.09744997130562752,0.09744997130562752
bp_fp2_alpha,stress,0.09730942353890024,0.09730942353890024
de_fp2_33_35Hz,hit_rate,-0.09617472322963619,0.09617472322963619
de_fp1_33_35Hz,hit_rate,-0.09586242894493699,0.09586242894493699
de_fp2_7_9Hz,false_alarm_rate,0.09557434318768912,0.09557434318768912
de_fp2_13_15Hz,rt_mean,-0.09331887763137126,0.09331887763137126
de_fp2_15_17Hz,frustration,-0.09265215674175432,0.09265215674175432
bp_fp2_delta,false_alarm_rate,0.09101141112213287,0.09101141112213287
de_fp1_17_19Hz,accuracy,-0.09096101794090666,0.09096101794090666
bp_fp2_beta,false_alarm_rate,0.09052190370758777,0.09052190370758777
de_fp1_39_41Hz,false_alarm_rate,0.09024848207642795,0.09024848207642795
de_fp2_23_25Hz,hit_rate,-0.089531347881359,0.089531347881359
de_fp1_49_51Hz,stress,-0.08902687042260646,0.08902687042260646
bp_fp2_gamma,rt_mean,0.08839331583467028,0.08839331583467028
de_fp1_11_13Hz,accuracy,-0.0874775640428729,0.0874775640428729
de_fp2_39_41Hz,false_alarm_rate,0.08726301507158861,0.08726301507158861
de_fp1_45_47Hz,accuracy,-0.08706917954241357,0.08706917954241357
de_fp1_15_17Hz,false_alarm_rate,0.0869960586685547,0.0869960586685547
de_fp1_31_33Hz,stress,-0.08676895668150533,0.08676895668150533
de_fp2_3_5Hz,perclos,0.08662021972134604,0.08662021972134604
de_fp1_25_27Hz,stress,-0.08628662699041063,0.08628662699041063
de_fp2_47_49Hz,accuracy,-0.08570433781189409,0.08570433781189409
bp_fp1_beta,hit_rate,-0.08517741708255898,0.08517741708255898
de_fp1_45_47Hz,stress,-0.0845728014596646,0.0845728014596646
de_fp1_23_25Hz,rt_mean,-0.0842954755675895,0.0842954755675895
de_fp1_9_11Hz,hit_rate,0.08423518075992525,0.08423518075992525
de_fp2_5_7Hz,perclos,0.08376792589854126,0.08376792589854126
de_fp1_41_43Hz,rt_mean,-0.0834403621340978,0.0834403621340978
de_fp2_5_7Hz,kss_rating,0.08318327055191096,0.08318327055191096
de_fp2_5_7Hz,frustration,0.08140709852368035,0.08140709852368035
bp_fp2_delta,perclos,0.08076875512557537,0.08076875512557537
de_fp1_35_37Hz,accuracy,-0.08075894317314265,0.08075894317314265
de_fp2_5_7Hz,stress,0.08014433373626,0.08014433373626
de_fp2_1_3Hz,rt_mean,-0.07972814860550949,0.07972814860550949
de_fp2_49_51Hz,accuracy,-0.07937197942637977,0.07937197942637977
bp_fp2_theta,perclos,0.07886755307493785,0.07886755307493785
de_fp2_47_49Hz,rt_mean,-0.07829820329883831,0.07829820329883831
bp_fp2_alpha,false_alarm_rate,0.07754825010297975,0.07754825010297975
de_fp1_47_49Hz,false_alarm_rate,0.07674765177022481,0.07674765177022481
de_fp1_29_31Hz,stress,-0.07608639991201537,0.07608639991201537
de_fp2_9_11Hz,false_alarm_rate,0.0748913676412552,0.0748913676412552
de_fp1_41_43Hz,false_alarm_rate,0.07486217298791271,0.07486217298791271
de_fp1_43_45Hz,false_alarm_rate,0.07462033237438587,0.07462033237438587
de_fp2_27_29Hz,hit_rate,-0.07432310585346438,0.07432310585346438
de_fp2_23_25Hz,rt_mean,-0.07375466143623591,0.07375466143623591
de_fp2_5_7Hz,false_alarm_rate,0.0718802305841918,0.0718802305841918
de_fp2_35_37Hz,accuracy,-0.070830614333538,0.070830614333538
de_fp1_23_25Hz,false_alarm_rate,0.07074710221993138,0.07074710221993138
de_fp1_33_35Hz,rt_mean,0.07030471505766409,0.07030471505766409
de_fp2_1_3Hz,hit_rate,-0.06964701291967629,0.06964701291967629
de_fp1_37_39Hz,accuracy,-0.06917711381658631,0.06917711381658631
de_fp2_17_19Hz,stress,-0.06860634300422419,0.06860634300422419
de_fp1_7_9Hz,hit_rate,0.06848340054625726,0.06848340054625726
de_fp2_11_13Hz,false_alarm_rate,0.06830493482008256,0.06830493482008256
de_fp1_21_23Hz,false_alarm_rate,0.06813916661298863,0.06813916661298863
de_fp1_27_29Hz,accuracy,-0.06729105163067213,0.06729105163067213
de_fp2_31_33Hz,hit_rate,-0.06629445285272792,0.06629445285272792
de_fp1_31_33Hz,hit_rate,-0.06595947841710947,0.06595947841710947
bp_fp1_theta,accuracy,-0.06436780722145277,0.06436780722145277
de_fp2_21_23Hz,false_alarm_rate,0.062439043183103074,0.062439043183103074
de_fp1_23_25Hz,stress,-0.062344695028526485,0.062344695028526485
de_fp2_9_11Hz,perclos,0.062100147069147675,0.062100147069147675
de_fp1_21_23Hz,rt_mean,-0.06181086797559723,0.06181086797559723
de_fp1_5_7Hz,perclos,0.06166564013816725,0.06166564013816725
de_fp2_33_35Hz,rt_mean,0.060471929688515266,0.060471929688515266
de_fp2_17_19Hz,rt_mean,-0.06026837800496608,0.06026837800496608
de_fp2_11_13Hz,perclos,0.05996108156945882,0.05996108156945882
de_fp1_5_7Hz,hit_rate,0.05988803837417619,0.05988803837417619
de_fp2_11_13Hz,rt_mean,-0.05942441093256171,0.05942441093256171
de_fp1_39_41Hz,rt_mean,-0.059179946925259914,0.059179946925259914
de_fp2_11_13Hz,frustration,0.058576099239396745,0.058576099239396745
de_fp1_11_13Hz,perclos,0.05846287792081823,0.05846287792081823
de_fp1_13_15Hz,accuracy,-0.05685880296377033,0.05685880296377033
de_fp2_29_31Hz,hit_rate,-0.056802086694425644,0.056802086694425644
de_fp2_29_31Hz,rt_mean,0.05625267377766189,0.05625267377766189
de_fp1_31_33Hz,rt_mean,0.05604267763051651,0.05604267763051651
bp_fp1_alpha,hit_rate,0.056025337242776384,0.056025337242776384
de_fp2_9_11Hz,rt_mean,-0.05547127503855526,0.05547127503855526
de_fp1_25_27Hz,rt_mean,0.05393298562291765,0.05393298562291765
de_fp2_41_43Hz,accuracy,-0.053573777171430616,0.053573777171430616
bp_fp1_gamma,hit_rate,-0.05302519600441647,0.05302519600441647
de_fp2_27_29Hz,rt_mean,0.05252777388564401,0.05252777388564401
de_fp1_3_5Hz,accuracy,-0.05237085539357044,0.05237085539357044
de_fp1_43_45Hz,rt_mean,-0.05174858675487242,0.05174858675487242
de_fp1_3_5Hz,false_alarm_rate,0.05167879095971287,0.05167879095971287
de_fp1_13_15Hz,false_alarm_rate,0.05081939819062261,0.05081939819062261
de_fp1_11_13Hz,false_alarm_rate,0.050087037927038225,0.050087037927038225
de_fp1_29_31Hz,hit_rate,-0.04958360926197704,0.04958360926197704
de_fp2_37_39Hz,accuracy,-0.04911036074140085,0.04911036074140085
bp_fp2_gamma,stress,-0.0484249479319717,0.0484249479319717
de_fp2_7_9Hz,stress,0.04809412555059067,0.04809412555059067
de_fp2_25_27Hz,accuracy,-0.04778084640423906,0.04778084640423906
de_fp1_49_51Hz,false_alarm_rate,0.047213537941448315,0.047213537941448315
de_fp2_45_47Hz,false_alarm_rate,0.047100038125223134,0.047100038125223134
de_fp1_25_27Hz,false_alarm_rate,0.04480015173419294,0.04480015173419294
de_fp1_19_21Hz,frustration,0.044713735590993516,0.044713735590993516
de_fp1_35_37Hz,false_alarm_rate,0.044588154362784,0.044588154362784
de_fp2_19_21Hz,false_alarm_rate,0.04454480065492381,0.04454480065492381
