epoch,train_loss,val_loss,val_mae,val_rmse,val_correlation
1,0.0656204419997285,0.06774680883567356,0.17555720123698698,0.26028217156707745,0.3804653574443008
2,0.04672236679398714,0.05955069807725506,0.18255871847947702,0.24403011715207418,0.501905747181536
3,0.03967749219029391,0.060044817114701304,0.17851807234685366,0.24504043975372986,0.5005687937153739
4,0.037199016256316546,0.057896611182150094,0.1804897461948952,0.2406171464840985,0.6766736329281342
5,0.029485721187580135,0.06048899795200117,0.17230891608886814,0.24594511166518673,0.48486200642687816
6,0.026141515252739764,0.05591410276198325,0.16529479184049195,0.23646163063377376,0.6728467999524074
7,0.024699178893732937,0.04703791355714138,0.16513406447489373,0.21688225735901354,0.6921786065615595
8,0.01870413732203436,0.043487698458065646,0.14290300765091213,0.20853704337135318,0.7941609540602466
9,0.021759426262784713,0.03274510245281279,0.1371457479096556,0.18095607879486333,0.8321000973493269
10,0.018401165621214608,0.017870471126558655,0.10799628757373894,0.1336804814718987,0.8857112301512277
11,0.01761077772985219,0.014568903168087613,0.0957538792755057,0.12070171153752383,0.8818294265925797
12,0.01881493134215341,0.01792263567818146,0.10126020926811809,0.13387544837714443,0.8933426680884842
13,0.019763462160961334,0.015081204529502632,0.0972116540270465,0.12280555577620512,0.8812880905533264
14,0.019927104341855285,0.016460173747357792,0.10000408304614047,0.12829720864990707,0.8791502870918182
15,0.01641472176170429,0.013344745667315451,0.08894436952804295,0.11551946012389191,0.8986379674957078
16,0.020076027640700912,0.017682961198252904,0.10061465336819156,0.1329772957998955,0.8673797519422434
17,0.020002430943975538,0.01567126104607817,0.09391685193294515,0.1251849074212949,0.8609639005833337
18,0.017594542605578196,0.01552735165604729,0.09688736477701106,0.12460879445708192,0.8873297239718867
19,0.01997507890444695,0.012819716225066296,0.08886706030170326,0.11322418568957031,0.8890838090861688
20,0.01581719011584363,0.015018507726661901,0.09808340960577136,0.12255002132460811,0.8894037966355617
21,0.014365010035553077,0.013702753848713093,0.08606689415466084,0.11705876237477096,0.8864163888038716
22,0.018060954063289676,0.01348463623225333,0.0834825060591229,0.11612336643524132,0.8919511186443017
